"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","471.0","","","","1"
"2023","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","476.7","","","","1"
"2024","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","472.9","","","","1"
"2001","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","408.7","","","","1"
"2002","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","418.3","","","","1"
"2003","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","444.4","","","","1"
"2004","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","455.3","","","","1"
"2005","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","468.9","","","","1"
"2006","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","472.9","","","","1"
"2007","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","475.2","","","","1"
"2008","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","475.0","","","","1"
"2009","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","457.5","","","","1"
"2010","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","469.0","","","","1"
"2011","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","468.1","","","","1"
"2012","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","455.6","","","","1"
"2013","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","467.9","","","","1"
"2014","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","467.1","","","","1"
"2015","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","477.3","","","","1"
"2016","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","477.5","","","","1"
"2017","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","491.7","","","","1"
"2018","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","503.3","","","","1"
"2019","Quebec","2021A000224","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365986","6.3.14.1.1","483.2","","","","1"
