"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.9","","","","1"
"2009","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.5","","","","1"
"2010","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","1.7","","","","1"
"2011","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.3","","","","1"
"2012","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","1.8","","","","1"
"2013","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.3","","","","1"
"2014","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.2","","","","1"
"2015","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.3","","","","1"
"2016","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.7","","","","1"
"2017","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.0","","","","1"
"2018","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.2","","","","1"
"2019","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.8","","","","1"
"2020","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.6","","","","1"
"2021","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.8","","","","1"
"2022","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.2","","","","1"
"2023","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","2.7","","","","1"
"2024","Manitoba","2021A000246","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367017","8.4.10.1.1","3.0","","","","1"
"2001","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","22.1","","","","1"
"2002","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","24.5","","","","1"
"2003","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","22.3","","","","1"
"2004","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","23.2","","","","1"
"2005","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","22.9","","","","1"
"2006","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","25.6","","","","1"
"2007","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","24.9","","","","1"
"2008","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","25.0","","","","1"
"2009","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","25.3","","","","1"
"2010","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","26.5","","","","1"
"2011","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","24.4","","","","1"
"2012","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","24.6","","","","1"
"2013","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","25.2","","","","1"
"2014","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","25.5","","","","1"
"2015","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","23.6","","","","1"
"2016","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","25.8","","","","1"
"2017","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","25.0","","","","1"
"2018","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","26.2","","","","1"
"2019","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","25.3","","","","1"
"2020","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","25.0","","","","1"
"2021","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","26.4","","","","1"
"2022","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","27.0","","","","1"
"2023","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","27.3","","","","1"
"2024","Manitoba","2021A000246","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367034","8.4.14.1.1","29.1","","","","1"
"2001","Manitoba","2021A000246","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367022","8.4.17.1.1","3.9","","","","1"
"2002","Manitoba","2021A000246","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367022","8.4.17.1.1","2.9","","","","1"
"2003","Manitoba","2021A000246","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367022","8.4.17.1.1","2.7","","","","1"
"2004","Manitoba","2021A000246","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367022","8.4.17.1.1","2.5","","","","1"
