"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","30.3","","","","1"
"2009","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","29.1","","","","1"
"2010","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","28.7","","","","1"
"2011","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","26.9","","","","1"
"2012","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","27.7","","","","1"
"2013","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","29.4","","","","1"
"2014","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","28.4","","","","1"
"2015","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","26.2","","","","1"
"2016","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","24.5","","","","1"
"2017","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","27.5","","","","1"
"2018","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","26.9","","","","1"
"2019","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","29.0","","","","1"
"2020","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","28.8","","","","1"
"2021","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","30.3","","","","1"
"2022","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","30.2","","","","1"
"2023","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","30.5","","","","1"
"2024","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","30.5","","","","1"
"2001","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","53.1","","","","1"
"2002","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","55.6","","","","1"
"2003","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","56.5","","","","1"
"2004","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","57.0","","","","1"
"2005","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","56.7","","","","1"
"2006","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","55.4","","","","1"
"2007","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","59.6","","","","1"
"2008","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","63.4","","","","1"
"2009","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","61.8","","","","1"
"2010","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","61.8","","","","1"
